Algorithm,Best,Mean,StdDev
BPSO1,7772.0,7169.966666666666,598.1630481918975
BPSO2,7772.0,7172.966666666666,539.3004718048084
BPSO3,,,
GA1,7772.0,7212.766666666666,569.5839817114087
GA2,7772.0,6962.25,724.0487005950175
GA3,7728.0,7645.533333333334,35.91910664565897
