Algorithm,Best,Mean,StdDev
BPSO1,8722.0,8513.433333333332,193.60151227600352
BPSO2,8722.0,8522.933333333332,170.92921211880537
BPSO3,8385,8262.9,55.59757188942698
GA1,8722.0,8531.383333333333,178.86737094531492
GA2,8722.0,8477.15,213.0231462384624
GA3,8698.0,8656.566666666668,26.515006233368222
