Algorithm,Best,Mean,StdDev
BPSO1,95677.0,94383.48333333334,894.1127723739451
BPSO2,95627.0,94194.7,1084.8789379465343
BPSO3,95627,93767.3,1029.2871368087722
GA1,95677.0,94565.58333333333,882.165503966738
GA2,95627.0,94034.6,1052.8862584977228
GA3,95677.0,94866.5,593.8079796252882
